#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	W	W_MIN	W_MAX
574941	2022-11-01 00:00:00	2022	2023	11	35.322916666666664	34	36
574941	2022-11-02 00:00:00	2022	2023	11	33.59375	32	35
574941	2022-11-03 00:00:00	2022	2023	11	27.947916666666668	24	34
574941	2022-11-04 00:00:00	2022	2023	11	24.875	22	25
574941	2022-11-05 00:00:00	2022	2023	11	24.229166666666668	24	25
574941	2022-11-06 00:00:00	2022	2023	11	24.84375	23	26
574941	2022-11-07 00:00:00	2022	2023	11	22.760416666666668	19	26
574941	2022-11-08 00:00:00	2022	2023	11	19.770833333333332	19	20
574941	2022-11-09 00:00:00	2022	2023	11	17.635416666666668	17	19
574941	2022-11-10 00:00:00	2022	2023	11	17.364583333333332	17	18
574941	2022-11-11 00:00:00	2022	2023	11	24.041666666666668	18	33
574941	2022-11-12 00:00:00	2022	2023	11	26.5	26	27
574941	2022-11-13 00:00:00	2022	2023	11	26.427083333333332	26	27
574941	2022-11-14 00:00:00	2022	2023	11	26.520833333333332	26	27
574941	2022-11-15 00:00:00	2022	2023	11	26.958333333333332	26	28
574941	2022-11-16 00:00:00	2022	2023	11	32.1875	27	42
574941	2022-11-17 00:00:00	2022	2023	11	36.145833333333336	34	39
574941	2022-11-18 00:00:00	2022	2023	11	35.666666666666664	35	39
574941	2022-11-19 00:00:00	2022	2023	11	34.916666666666664	34	36
574941	2022-11-20 00:00:00	2022	2023	11	34.479166666666664	34	35
574941	2022-11-21 00:00:00	2022	2023	11	35.020833333333336	32	36
574941	2022-11-22 00:00:00	2022	2023	11	35.697916666666664	35	36
574941	2022-11-23 00:00:00	2022	2023	11	36.885416666666664	33	40
574941	2022-11-24 00:00:00	2022	2023	11	37.322916666666664	34	40
574941	2022-11-25 00:00:00	2022	2023	11	35.53125	34	41
574941	2022-11-26 00:00:00	2022	2023	11	36.03125	35	37
574941	2022-11-27 00:00:00	2022	2023	11	35.9375	35	36
574941	2022-11-28 00:00:00	2022	2023	11	35.979166666666664	35	36
574941	2022-11-29 00:00:00	2022	2023	11	34.385416666666664	29	36
574941	2022-11-30 00:00:00	2022	2023	11	33.28125	29	42
574941	2022-12-01 00:00:00	2022	2023	12	26.260416666666668	8	37
574941	2022-12-02 00:00:00	2022	2023	12	28.739583333333332	26	32
