#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	W	W_MIN	W_MAX
572053	2018-11-01 00:00:00	2018	2019	11	None	None	None
572053	2018-11-02 00:00:00	2018	2019	11	None	None	None
572053	2018-11-03 00:00:00	2018	2019	11	None	None	None
572053	2018-11-04 00:00:00	2018	2019	11	None	None	None
572053	2018-11-05 00:00:00	2018	2019	11	None	None	None
572053	2018-11-06 00:00:00	2018	2019	11	None	None	None
572053	2018-11-07 00:00:00	2018	2019	11	None	None	None
572053	2018-11-08 00:00:00	2018	2019	11	None	None	None
572053	2018-11-09 00:00:00	2018	2019	11	None	None	None
572053	2018-11-10 00:00:00	2018	2019	11	None	None	None
572053	2018-11-11 00:00:00	2018	2019	11	None	None	None
572053	2018-11-12 00:00:00	2018	2019	11	None	None	None
572053	2018-11-13 00:00:00	2018	2019	11	None	None	None
572053	2018-11-14 00:00:00	2018	2019	11	None	None	None
572053	2018-11-15 00:00:00	2018	2019	11	None	None	None
572053	2018-11-16 00:00:00	2018	2019	11	None	None	None
572053	2018-11-17 00:00:00	2018	2019	11	None	None	None
572053	2018-11-18 00:00:00	2018	2019	11	None	None	None
572053	2018-11-19 00:00:00	2018	2019	11	None	None	None
572053	2018-11-20 00:00:00	2018	2019	11	None	None	None
572053	2018-11-21 00:00:00	2018	2019	11	None	None	None
572053	2018-11-22 00:00:00	2018	2019	11	None	None	None
572053	2018-11-23 00:00:00	2018	2019	11	None	None	None
572053	2018-11-24 00:00:00	2018	2019	11	None	None	None
572053	2018-11-25 00:00:00	2018	2019	11	None	None	None
572053	2018-11-26 00:00:00	2018	2019	11	None	None	None
572053	2018-11-27 00:00:00	2018	2019	11	None	None	None
572053	2018-11-28 00:00:00	2018	2019	11	None	None	None
572053	2018-11-29 00:00:00	2018	2019	11	None	None	None
572053	2018-11-30 00:00:00	2018	2019	11	None	None	None
572053	2018-12-01 00:00:00	2018	2019	12	None	None	None
572053	2018-12-02 00:00:00	2018	2019	12	None	None	None
572053	2018-12-03 00:00:00	2018	2019	12	None	None	None
572053	2018-12-04 00:00:00	2018	2019	12	None	None	None
572053	2018-12-05 00:00:00	2018	2019	12	None	None	None
572053	2018-12-06 00:00:00	2018	2019	12	None	None	None
572053	2018-12-07 00:00:00	2018	2019	12	None	None	None
572053	2018-12-08 00:00:00	2018	2019	12	None	None	None
572053	2018-12-09 00:00:00	2018	2019	12	None	None	None
572053	2018-12-10 00:00:00	2018	2019	12	None	None	None
572053	2018-12-11 00:00:00	2018	2019	12	None	None	None
572053	2018-12-12 00:00:00	2018	2019	12	None	None	None
572053	2018-12-13 00:00:00	2018	2019	12	None	None	None
572053	2018-12-14 00:00:00	2018	2019	12	None	None	None
572053	2018-12-15 00:00:00	2018	2019	12	None	None	None
572053	2018-12-16 00:00:00	2018	2019	12	None	None	None
572053	2018-12-17 00:00:00	2018	2019	12	None	None	None
572053	2018-12-18 00:00:00	2018	2019	12	None	None	None
572053	2018-12-19 00:00:00	2018	2019	12	None	None	None
572053	2018-12-20 00:00:00	2018	2019	12	None	None	None
572053	2018-12-21 00:00:00	2018	2019	12	None	None	None
572053	2018-12-22 00:00:00	2018	2019	12	None	None	None
572053	2018-12-23 00:00:00	2018	2019	12	None	None	None
572053	2018-12-24 00:00:00	2018	2019	12	None	None	None
572053	2018-12-25 00:00:00	2018	2019	12	None	None	None
572053	2018-12-26 00:00:00	2018	2019	12	None	None	None
572053	2018-12-27 00:00:00	2018	2019	12	None	None	None
572053	2018-12-28 00:00:00	2018	2019	12	None	None	None
572053	2018-12-29 00:00:00	2018	2019	12	None	None	None
572053	2018-12-30 00:00:00	2018	2019	12	None	None	None
572053	2018-12-31 00:00:00	2018	2019	12	None	None	None
572053	2023-10-31 00:00:00	2023	2023	10	560.9583333333334	557	567
572053	2023-11-01 00:00:00	2023	2024	11	561.5	560	567
572053	2023-11-02 00:00:00	2023	2024	11	549.3333333333334	544	558
572053	2023-11-03 00:00:00	2023	2024	11	555.5652173913044	543	567
572053	2023-11-04 00:00:00	2023	2024	11	561.125	556	567
572053	2023-11-05 00:00:00	2023	2024	11	551.3333333333334	543	559
572053	2023-11-06 00:00:00	2023	2024	11	549.6666666666666	544	557
572053	2023-11-07 00:00:00	2023	2024	11	553.0416666666666	544	563
572053	2023-11-08 00:00:00	2023	2024	11	555.5	550	562
572053	2023-11-09 00:00:00	2023	2024	11	551.8333333333334	545	559
572053	2023-11-10 00:00:00	2023	2024	11	553.5833333333334	544	565
572053	2023-11-11 00:00:00	2023	2024	11	557.2083333333334	550	565
572053	2023-11-12 00:00:00	2023	2024	11	552.0833333333334	545	560
572053	2023-11-13 00:00:00	2023	2024	11	562.375	555	567
572053	2023-11-14 00:00:00	2023	2024	11	554.1666666666666	546	563
572053	2023-11-15 00:00:00	2023	2024	11	551.6666666666666	544	558
572053	2023-11-16 00:00:00	2023	2024	11	551.7916666666666	544	561
572053	2023-11-17 00:00:00	2023	2024	11	557.5	551	567
572053	2023-11-18 00:00:00	2023	2024	11	566.5	566	567
572053	2023-11-19 00:00:00	2023	2024	11	554.7916666666666	543	567
572053	2023-11-20 00:00:00	2023	2024	11	550.0416666666666	542	558
572053	2023-11-21 00:00:00	2023	2024	11	556.75	546	567
572053	2023-11-22 00:00:00	2023	2024	11	563.5833333333334	560	567
572053	2023-11-23 00:00:00	2023	2024	11	562.3333333333334	557	567
572053	2023-11-24 00:00:00	2023	2024	11	558.5416666666666	553	563
572053	2023-11-25 00:00:00	2023	2024	11	550.7083333333334	544	560
572053	2023-11-26 00:00:00	2023	2024	11	548.75	544	555
572053	2023-11-27 00:00:00	2023	2024	11	553.2916666666666	544	560
572053	2023-11-28 00:00:00	2023	2024	11	553.8333333333334	544	562
572053	2023-11-29 00:00:00	2023	2024	11	553.8333333333334	547	560
572053	2023-11-30 00:00:00	2023	2024	11	555.7916666666666	545	566
572053	2023-12-01 00:00:00	2023	2024	12	560.5	553	567
572053	2023-12-02 00:00:00	2023	2024	12	562.4166666666666	557	567
572053	2023-12-03 00:00:00	2023	2024	12	559.8333333333334	557	567
572053	2023-12-04 00:00:00	2023	2024	12	554.4166666666666	547	561
572053	2023-12-05 00:00:00	2023	2024	12	553.5	544	563
572053	2023-12-06 00:00:00	2023	2024	12	556.9583333333334	545	567
572053	2023-12-07 00:00:00	2023	2024	12	560.5833333333334	552	566
572053	2023-12-08 00:00:00	2023	2024	12	559.0416666666666	550	567
572053	2023-12-09 00:00:00	2023	2024	12	565.4583333333334	564	567
572053	2023-12-10 00:00:00	2023	2024	12	551.875	544	564
572053	2023-12-11 00:00:00	2023	2024	12	551.9166666666666	545	561
572053	2023-12-12 00:00:00	2023	2024	12	557.4583333333334	544	566
572053	2023-12-13 00:00:00	2023	2024	12	556.3333333333334	551	563
572053	2023-12-14 00:00:00	2023	2024	12	555.2916666666666	544	565
572053	2023-12-15 00:00:00	2023	2024	12	562.6666666666666	557	567
572053	2023-12-16 00:00:00	2023	2024	12	561.0833333333334	557	567
572053	2023-12-17 00:00:00	2023	2024	12	552.4583333333334	545	564
572053	2023-12-18 00:00:00	2023	2024	12	549.3333333333334	543	554
572053	2023-12-19 00:00:00	2023	2024	12	555.25	551	560
572053	2023-12-20 00:00:00	2023	2024	12	560.6666666666666	559	566
572053	2023-12-21 00:00:00	2023	2024	12	560.625	555	566
572053	2023-12-22 00:00:00	2023	2024	12	556.4166666666666	548	565
572053	2023-12-23 00:00:00	2023	2024	12	556.125	545	567
572053	2023-12-24 00:00:00	2023	2024	12	559.4583333333334	555	567
572053	2023-12-25 00:00:00	2023	2024	12	550.9583333333334	545	560
572053	2023-12-26 00:00:00	2023	2024	12	549.2083333333334	546	556
572053	2023-12-27 00:00:00	2023	2024	12	556.3333333333334	546	566
572053	2023-12-28 00:00:00	2023	2024	12	554.375	545	564
572053	2023-12-29 00:00:00	2023	2024	12	551.8333333333334	543	562
572053	2023-12-30 00:00:00	2023	2024	12	550.75	543	566
572053	2023-12-31 00:00:00	2023	2024	12	560.9583333333334	553	567
572053	2024-01-01 00:00:00	2024	2024	1	553.125	544	563
572053	2024-01-02 00:00:00	2024	2024	1	554.875	544	566
572053	2024-01-03 00:00:00	2024	2024	1	551.8333333333334	543	562
572053	2024-01-04 00:00:00	2024	2024	1	551.5833333333334	543	563
572053	2024-01-05 00:00:00	2024	2024	1	559.4583333333334	555	565
572053	2024-01-06 00:00:00	2024	2024	1	560.5	555	566
572053	2024-01-07 00:00:00	2024	2024	1	557.875	552	566
572053	2024-01-08 00:00:00	2024	2024	1	551.7916666666666	544	560
572053	2024-01-09 00:00:00	2024	2024	1	554.5416666666666	543	564
572053	2024-01-10 00:00:00	2024	2024	1	557.625	549	566
572053	2024-01-11 00:00:00	2024	2024	1	559.25	553	566
572053	2024-01-12 00:00:00	2024	2024	1	561.9583333333334	556	567
572053	2024-01-13 00:00:00	2024	2024	1	566.0833333333334	565	567
572053	2024-01-14 00:00:00	2024	2024	1	557.5416666666666	552	565
572053	2024-01-15 00:00:00	2024	2024	1	554.5833333333334	549	561
572053	2024-01-16 00:00:00	2024	2024	1	557.375	547	565
572053	2024-01-17 00:00:00	2024	2024	1	556.5	548	564
572053	2024-01-18 00:00:00	2024	2024	1	560.2916666666666	552	567
572053	2024-01-19 00:00:00	2024	2024	1	560.8333333333334	553	566
572053	2024-01-20 00:00:00	2024	2024	1	560.0416666666666	556	566
572053	2024-01-21 00:00:00	2024	2024	1	561.4166666666666	556	566
572053	2024-01-22 00:00:00	2024	2024	1	552.875	544	560
572053	2024-01-23 00:00:00	2024	2024	1	554.375	543	565
572053	2024-01-24 00:00:00	2024	2024	1	553.0416666666666	546	562
572053	2024-01-25 00:00:00	2024	2024	1	553.0416666666666	543	565
572053	2024-01-26 00:00:00	2024	2024	1	563.9583333333334	560	566
572053	2024-01-27 00:00:00	2024	2024	1	553.4166666666666	543	564
572053	2024-01-28 00:00:00	2024	2024	1	554.9166666666666	544	564
572053	2024-01-29 00:00:00	2024	2024	1	550.75	543	562
572053	2024-01-30 00:00:00	2024	2024	1	558.75	553	564
572053	2024-01-31 00:00:00	2024	2024	1	561.9166666666666	555	566
572053	2024-02-01 00:00:00	2024	2024	2	555.8333333333334	546	566
572053	2024-02-02 00:00:00	2024	2024	2	563.4583333333334	557	566
572053	2024-02-03 00:00:00	2024	2024	2	556.8333333333334	551	565
572053	2024-02-04 00:00:00	2024	2024	2	555	543	566
572053	2024-02-05 00:00:00	2024	2024	2	550.9166666666666	544	559
572053	2024-02-06 00:00:00	2024	2024	2	551.6666666666666	544	558
