#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	W	W_MIN	W_MAX
429510	1988-11-01 00:00:00	1988	1989	11	84	84	84
429510	1988-11-02 00:00:00	1988	1989	11	85	85	85
429510	1988-11-03 00:00:00	1988	1989	11	85	85	85
429510	1988-11-04 00:00:00	1988	1989	11	84	84	84
429510	1988-11-05 00:00:00	1988	1989	11	84	84	84
429510	1988-11-06 00:00:00	1988	1989	11	84	84	84
429510	1988-11-07 00:00:00	1988	1989	11	84	84	84
429510	1988-11-08 00:00:00	1988	1989	11	84	84	84
429510	1988-11-09 00:00:00	1988	1989	11	84	84	84
429510	1988-11-10 00:00:00	1988	1989	11	84	84	84
429510	1988-11-11 00:00:00	1988	1989	11	84	84	84
429510	1988-11-12 00:00:00	1988	1989	11	84	84	84
429510	1988-11-13 00:00:00	1988	1989	11	86	86	86
429510	1988-11-14 00:00:00	1988	1989	11	88	88	88
429510	1988-11-15 00:00:00	1988	1989	11	90	90	94
429510	1988-11-16 00:00:00	1988	1989	11	87	87	87
429510	1988-11-17 00:00:00	1988	1989	11	86	86	86
429510	1988-11-18 00:00:00	1988	1989	11	86	86	86
429510	1988-11-19 00:00:00	1988	1989	11	86	86	86
429510	1988-11-20 00:00:00	1988	1989	11	86	86	86
429510	1988-11-21 00:00:00	1988	1989	11	85	85	85
429510	1988-11-22 00:00:00	1988	1989	11	85	85	85
429510	1988-11-23 00:00:00	1988	1989	11	85	85	85
429510	1988-11-24 00:00:00	1988	1989	11	86	86	86
429510	1988-11-25 00:00:00	1988	1989	11	88	88	88
429510	1988-11-26 00:00:00	1988	1989	11	88	88	88
429510	1988-11-27 00:00:00	1988	1989	11	88	88	88
429510	1988-11-28 00:00:00	1988	1989	11	88	88	88
429510	1988-11-29 00:00:00	1988	1989	11	88	88	88
429510	1988-11-30 00:00:00	1988	1989	11	88	88	88
429510	1988-12-01 00:00:00	1988	1989	12	96	96	96
429510	1988-12-02 00:00:00	1988	1989	12	96	96	96
429510	1988-12-03 00:00:00	1988	1989	12	96	96	96
429510	1988-12-04 00:00:00	1988	1989	12	104	104	119
429510	1988-12-05 00:00:00	1988	1989	12	102	102	102
429510	1988-12-06 00:00:00	1988	1989	12	95	95	95
429510	1988-12-07 00:00:00	1988	1989	12	93	93	93
429510	1988-12-08 00:00:00	1988	1989	12	92	92	92
429510	1988-12-09 00:00:00	1988	1989	12	94	94	94
429510	1988-12-10 00:00:00	1988	1989	12	94	94	94
429510	1988-12-11 00:00:00	1988	1989	12	96	96	96
429510	1988-12-12 00:00:00	1988	1989	12	97	97	97
429510	1988-12-13 00:00:00	1988	1989	12	97	97	97
429510	1988-12-14 00:00:00	1988	1989	12	96	96	96
429510	1988-12-15 00:00:00	1988	1989	12	95	95	95
429510	1988-12-16 00:00:00	1988	1989	12	94	94	94
429510	1988-12-17 00:00:00	1988	1989	12	93	93	93
429510	1988-12-18 00:00:00	1988	1989	12	93	93	93
429510	1988-12-19 00:00:00	1988	1989	12	98	98	98
429510	1988-12-20 00:00:00	1988	1989	12	98	98	98
429510	1988-12-21 00:00:00	1988	1989	12	96	96	96
429510	1988-12-22 00:00:00	1988	1989	12	96	96	96
429510	1988-12-23 00:00:00	1988	1989	12	97	97	97
429510	1988-12-24 00:00:00	1988	1989	12	101	101	101
429510	1988-12-25 00:00:00	1988	1989	12	101	101	101
429510	1988-12-26 00:00:00	1988	1989	12	100	100	100
429510	1988-12-27 00:00:00	1988	1989	12	100	100	100
429510	1988-12-28 00:00:00	1988	1989	12	99	99	99
429510	1988-12-29 00:00:00	1988	1989	12	97	97	97
429510	1988-12-30 00:00:00	1988	1989	12	97	97	97
429510	1988-12-31 00:00:00	1988	1989	12	96	96	96
429510	1989-01-01 00:00:00	1989	1989	1	98	98	98
429510	1989-01-02 00:00:00	1989	1989	1	98	98	98
429510	1989-01-03 00:00:00	1989	1989	1	97	97	97
429510	1989-01-04 00:00:00	1989	1989	1	96	96	96
429510	1989-01-05 00:00:00	1989	1989	1	96	96	96
429510	1989-01-06 00:00:00	1989	1989	1	96	96	96
429510	1989-01-07 00:00:00	1989	1989	1	96	96	96
429510	1989-01-08 00:00:00	1989	1989	1	97	97	97
429510	1989-01-09 00:00:00	1989	1989	1	97	97	97
429510	1989-01-10 00:00:00	1989	1989	1	97	97	100
429510	1989-01-11 00:00:00	1989	1989	1	99	99	99
429510	1989-01-12 00:00:00	1989	1989	1	98	98	98
429510	1989-01-13 00:00:00	1989	1989	1	98	98	98
429510	1989-01-14 00:00:00	1989	1989	1	98	98	98
429510	1989-01-15 00:00:00	1989	1989	1	98	98	98
429510	1989-01-16 00:00:00	1989	1989	1	98	98	98
429510	1989-01-17 00:00:00	1989	1989	1	97	97	97
429510	1989-01-18 00:00:00	1989	1989	1	96	96	96
429510	1989-01-19 00:00:00	1989	1989	1	96	96	96
429510	1989-01-20 00:00:00	1989	1989	1	96	96	96
429510	1989-01-21 00:00:00	1989	1989	1	96	96	96
429510	1989-01-22 00:00:00	1989	1989	1	96	96	96
429510	1989-01-23 00:00:00	1989	1989	1	96	96	96
429510	1989-01-24 00:00:00	1989	1989	1	95	95	95
429510	1989-01-25 00:00:00	1989	1989	1	94	94	94
429510	1989-01-26 00:00:00	1989	1989	1	94	94	94
429510	1989-01-27 00:00:00	1989	1989	1	94	94	94
429510	1989-01-28 00:00:00	1989	1989	1	94	94	94
429510	1989-01-29 00:00:00	1989	1989	1	92	92	92
429510	1989-01-30 00:00:00	1989	1989	1	92	92	92
429510	1989-01-31 00:00:00	1989	1989	1	92	92	92
429510	1989-02-01 00:00:00	1989	1989	2	92	92	92
429510	1989-02-02 00:00:00	1989	1989	2	92	92	92
429510	1989-02-03 00:00:00	1989	1989	2	91	91	91
429510	1989-02-04 00:00:00	1989	1989	2	91	91	91
429510	1989-02-05 00:00:00	1989	1989	2	91	91	91
429510	1989-02-06 00:00:00	1989	1989	2	90	90	90
429510	1989-02-07 00:00:00	1989	1989	2	90	90	90
429510	1989-02-08 00:00:00	1989	1989	2	90	90	90
429510	1989-02-09 00:00:00	1989	1989	2	89	89	89
429510	1989-02-10 00:00:00	1989	1989	2	89	89	89
429510	1989-02-11 00:00:00	1989	1989	2	89	89	89
429510	1989-02-12 00:00:00	1989	1989	2	89	89	89
429510	1989-02-13 00:00:00	1989	1989	2	89	89	89
429510	1989-02-14 00:00:00	1989	1989	2	89	89	89
429510	1989-02-15 00:00:00	1989	1989	2	89	89	89
429510	1989-02-16 00:00:00	1989	1989	2	90	90	90
429510	1989-02-17 00:00:00	1989	1989	2	90	90	90
429510	1989-02-18 00:00:00	1989	1989	2	90	90	90
429510	1989-02-19 00:00:00	1989	1989	2	91	91	91
429510	1989-02-20 00:00:00	1989	1989	2	92	92	92
429510	1989-02-21 00:00:00	1989	1989	2	91	91	91
429510	1989-02-22 00:00:00	1989	1989	2	91	91	91
429510	1989-02-23 00:00:00	1989	1989	2	91	91	91
429510	1989-02-24 00:00:00	1989	1989	2	90	90	90
429510	1989-02-25 00:00:00	1989	1989	2	90	90	90
429510	1989-02-26 00:00:00	1989	1989	2	90	90	90
429510	1989-02-27 00:00:00	1989	1989	2	91	91	91
429510	1989-02-28 00:00:00	1989	1989	2	91	91	91
