#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	W	W_MIN	W_MAX
427000	2020-08-26 00:00:00	2020	2020	8	70.13541666666667	68	74
427000	2020-08-27 00:00:00	2020	2020	8	70.40625	67	73
427000	2020-08-28 00:00:00	2020	2020	8	70.27083333333333	67	74
427000	2020-08-29 00:00:00	2020	2020	8	70.78125	70	71
427000	2020-08-30 00:00:00	2020	2020	8	71.52083333333333	69	81
427000	2020-08-31 00:00:00	2020	2020	8	80	75	87
427000	2020-09-01 00:00:00	2020	2020	9	74.70833333333333	70	77
427000	2020-09-02 00:00:00	2020	2020	9	72.80208333333333	67	75
427000	2020-09-03 00:00:00	2020	2020	9	71.42708333333333	67	73
427000	2020-09-04 00:00:00	2020	2020	9	70.70833333333333	68	73
427000	2020-09-05 00:00:00	2020	2020	9	71	71	71
427000	2020-09-06 00:00:00	2020	2020	9	71	71	71
427000	2020-09-07 00:00:00	2020	2020	9	71	71	71
427000	2020-09-08 00:00:00	2020	2020	9	70.09375	68	72
427000	2020-09-09 00:00:00	2020	2020	9	69.6875	68	72
427000	2020-09-10 00:00:00	2020	2020	9	69.59375	69	70
427000	2020-09-11 00:00:00	2020	2020	9	70.13541666666667	70	71
427000	2020-09-12 00:00:00	2020	2020	9	69.60416666666667	67	72
427000	2020-09-13 00:00:00	2020	2020	9	69.34375	68	72
427000	2020-09-14 00:00:00	2020	2020	9	69.14583333333333	68	70
427000	2020-09-15 00:00:00	2020	2020	9	69	69	69
427000	2020-09-16 00:00:00	2020	2020	9	69.0625	69	70
427000	2020-09-17 00:00:00	2020	2020	9	69.02083333333333	69	70
427000	2020-09-18 00:00:00	2020	2020	9	68.94791666666667	68	70
427000	2020-09-19 00:00:00	2020	2020	9	68.75	68	69
427000	2020-09-20 00:00:00	2020	2020	9	68.6875	68	69
427000	2020-09-21 00:00:00	2020	2020	9	68.73958333333333	68	69
427000	2020-09-22 00:00:00	2020	2020	9	68.8125	68	69
427000	2020-09-23 00:00:00	2020	2020	9	68.86458333333333	68	69
427000	2020-09-24 00:00:00	2020	2020	9	69.23958333333333	67	72
427000	2020-09-25 00:00:00	2020	2020	9	74.15625	67	81
427000	2020-09-26 00:00:00	2020	2020	9	71.375	69	79
427000	2020-09-27 00:00:00	2020	2020	9	76.63541666666667	71	81
427000	2020-09-28 00:00:00	2020	2020	9	71.51041666666667	67	75
427000	2020-09-29 00:00:00	2020	2020	9	70.71875	68	73
427000	2020-09-30 00:00:00	2020	2020	9	70.78125	69	72
427000	2020-10-01 00:00:00	2020	2020	10	71	71	71
427000	2020-10-02 00:00:00	2020	2020	10	71	71	71
427000	2020-10-03 00:00:00	2020	2020	10	69.98958333333333	69	71
427000	2020-10-04 00:00:00	2020	2020	10	70.08333333333333	70	71
427000	2020-10-05 00:00:00	2020	2020	10	70.60416666666667	66	76
427000	2020-10-06 00:00:00	2020	2020	10	74.69791666666667	71	78
427000	2020-10-07 00:00:00	2020	2020	10	78.9375	76	83
427000	2020-10-08 00:00:00	2020	2020	10	76.67708333333333	74	80
427000	2020-10-09 00:00:00	2020	2020	10	79.9375	74	90
427000	2020-10-10 00:00:00	2020	2020	10	84.11458333333333	79	92
427000	2020-10-11 00:00:00	2020	2020	10	76.02083333333333	74	79
427000	2020-10-12 00:00:00	2020	2020	10	74.59375	73	75
427000	2020-10-13 00:00:00	2020	2020	10	73.53125	68	75
427000	2020-10-14 00:00:00	2020	2020	10	75.96875	70	87
427000	2020-10-15 00:00:00	2020	2020	10	86.125	82	90
427000	2020-10-16 00:00:00	2020	2020	10	80.03125	78	82
