#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	Q	Q_MIN	Q_MAX
572115	1983-11-01 00:00:00	1983	1984	11	1.68	1.68	1.68
572115	1983-11-02 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-03 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-04 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-05 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-06 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-07 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-08 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-09 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-10 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-11 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-12 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-13 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-14 00:00:00	1983	1984	11	1.29	1.29	1.29
572115	1983-11-15 00:00:00	1983	1984	11	2.32	2.32	2.32
572115	1983-11-16 00:00:00	1983	1984	11	1.82	1.82	1.82
572115	1983-11-17 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-18 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-19 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-20 00:00:00	1983	1984	11	1.55	1.55	1.55
572115	1983-11-21 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-22 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-23 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-24 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-25 00:00:00	1983	1984	11	1.42	1.42	1.42
572115	1983-11-26 00:00:00	1983	1984	11	2.14	2.14	2.14
572115	1983-11-27 00:00:00	1983	1984	11	9.23	9.23	9.23
572115	1983-11-28 00:00:00	1983	1984	11	12.5	12.5	16
572115	1983-11-29 00:00:00	1983	1984	11	8.82	8.82	8.82
572115	1983-11-30 00:00:00	1983	1984	11	7.04	7.04	7.04
572115	1983-12-01 00:00:00	1983	1984	12	6.12	6.12	6.72
572115	1983-12-02 00:00:00	1983	1984	12	5.24	5.24	5.24
572115	1983-12-03 00:00:00	1983	1984	12	4.7	4.7	4.7
572115	1983-12-04 00:00:00	1983	1984	12	4.7	4.7	4.7
572115	1983-12-05 00:00:00	1983	1984	12	4.44	4.44	4.44
572115	1983-12-06 00:00:00	1983	1984	12	3.92	3.92	3.92
572115	1983-12-07 00:00:00	1983	1984	12	3.68	3.68	3.68
572115	1983-12-08 00:00:00	1983	1984	12	3.44	3.44	3.44
572115	1983-12-09 00:00:00	1983	1984	12	3.21	3.21	3.21
572115	1983-12-10 00:00:00	1983	1984	12	3.21	3.21	3.21
572115	1983-12-11 00:00:00	1983	1984	12	2.98	2.98	2.98
572115	1983-12-12 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-13 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-14 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-15 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-16 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-17 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-18 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-19 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-20 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-21 00:00:00	1983	1984	12	2.32	2.32	2.32
572115	1983-12-22 00:00:00	1983	1984	12	2.98	2.98	2.98
572115	1983-12-23 00:00:00	1983	1984	12	3.21	3.21	3.21
572115	1983-12-24 00:00:00	1983	1984	12	4.18	4.18	4.18
572115	1983-12-25 00:00:00	1983	1984	12	5.24	5.24	5.24
572115	1983-12-26 00:00:00	1983	1984	12	5.24	5.24	5.24
572115	1983-12-27 00:00:00	1983	1984	12	5.24	5.24	5.24
