#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	W	W_MIN	W_MAX
256120	1990-11-01 00:00:00	1990	1991	11	31	31	31
256120	1990-11-02 00:00:00	1990	1991	11	31	31	31
256120	1990-11-03 00:00:00	1990	1991	11	28	28	28
256120	1990-11-04 00:00:00	1990	1991	11	31	31	31
256120	1990-11-05 00:00:00	1990	1991	11	36	36	36
256120	1990-11-06 00:00:00	1990	1991	11	28	28	28
256120	1990-11-07 00:00:00	1990	1991	11	27	27	27
256120	1990-11-08 00:00:00	1990	1991	11	26	26	26
256120	1990-11-09 00:00:00	1990	1991	11	26	26	26
256120	1990-11-10 00:00:00	1990	1991	11	24	24	24
256120	1990-11-11 00:00:00	1990	1991	11	23	23	23
256120	1990-11-12 00:00:00	1990	1991	11	23	23	23
256120	1990-11-13 00:00:00	1990	1991	11	24	24	24
256120	1990-11-14 00:00:00	1990	1991	11	24	24	24
256120	1990-11-15 00:00:00	1990	1991	11	24	24	24
256120	1990-11-16 00:00:00	1990	1991	11	24	24	24
256120	1990-11-17 00:00:00	1990	1991	11	24	24	24
256120	1990-11-18 00:00:00	1990	1991	11	48	48	48
256120	1990-11-19 00:00:00	1990	1991	11	40	40	40
256120	1990-11-20 00:00:00	1990	1991	11	44	44	44
256120	1990-11-21 00:00:00	1990	1991	11	55	55	55
256120	1990-11-22 00:00:00	1990	1991	11	48	48	48
256120	1990-11-23 00:00:00	1990	1991	11	41	41	41
256120	1990-11-24 00:00:00	1990	1991	11	33	33	33
256120	1990-11-25 00:00:00	1990	1991	11	32	32	32
256120	1990-11-26 00:00:00	1990	1991	11	31	31	31
256120	1990-11-27 00:00:00	1990	1991	11	30	30	30
256120	1990-11-28 00:00:00	1990	1991	11	30	30	30
256120	1990-11-29 00:00:00	1990	1991	11	29	29	29
256120	1990-11-30 00:00:00	1990	1991	11	29	29	29
256120	1990-12-01 00:00:00	1990	1991	12	29	29	29
256120	1990-12-02 00:00:00	1990	1991	12	29	29	29
256120	1990-12-03 00:00:00	1990	1991	12	30	30	30
256120	1990-12-04 00:00:00	1990	1991	12	30	30	30
256120	1990-12-05 00:00:00	1990	1991	12	30	30	30
256120	1990-12-06 00:00:00	1990	1991	12	30	30	30
256120	1990-12-07 00:00:00	1990	1991	12	30	30	30
256120	1990-12-08 00:00:00	1990	1991	12	30	30	30
256120	1990-12-09 00:00:00	1990	1991	12	30	30	30
256120	1990-12-10 00:00:00	1990	1991	12	30	30	30
256120	1990-12-11 00:00:00	1990	1991	12	30	30	30
256120	1990-12-12 00:00:00	1990	1991	12	30	30	30
256120	1990-12-13 00:00:00	1990	1991	12	29	29	29
256120	1990-12-14 00:00:00	1990	1991	12	29	29	29
256120	1990-12-15 00:00:00	1990	1991	12	29	29	29
256120	1990-12-16 00:00:00	1990	1991	12	29	29	29
256120	1990-12-17 00:00:00	1990	1991	12	29	29	29
256120	1990-12-18 00:00:00	1990	1991	12	28	28	28
256120	1990-12-19 00:00:00	1990	1991	12	28	28	28
256120	1990-12-20 00:00:00	1990	1991	12	28	28	28
256120	1990-12-21 00:00:00	1990	1991	12	28	28	28
256120	1990-12-22 00:00:00	1990	1991	12	28	28	28
256120	1990-12-23 00:00:00	1990	1991	12	28	28	28
256120	1990-12-24 00:00:00	1990	1991	12	30	30	30
256120	1990-12-25 00:00:00	1990	1991	12	30	30	30
256120	1990-12-26 00:00:00	1990	1991	12	30	30	30
256120	1990-12-27 00:00:00	1990	1991	12	45	45	45
256120	1990-12-28 00:00:00	1990	1991	12	51	51	51
256120	1990-12-29 00:00:00	1990	1991	12	68	68	68
256120	1990-12-30 00:00:00	1990	1991	12	82	82	82
256120	1990-12-31 00:00:00	1990	1991	12	47	47	47
256120	1991-01-01 00:00:00	1991	1991	1	56	56	56
256120	1991-01-02 00:00:00	1991	1991	1	59	59	59
256120	1991-01-03 00:00:00	1991	1991	1	60	60	60
256120	1991-01-04 00:00:00	1991	1991	1	61	61	61
256120	1991-01-05 00:00:00	1991	1991	1	50	50	50
256120	1991-01-06 00:00:00	1991	1991	1	44	44	44
256120	1991-01-07 00:00:00	1991	1991	1	44	44	44
256120	1991-01-08 00:00:00	1991	1991	1	44	44	44
256120	1991-01-09 00:00:00	1991	1991	1	46	46	46
256120	1991-01-10 00:00:00	1991	1991	1	47	47	47
256120	1991-01-11 00:00:00	1991	1991	1	48	48	48
256120	1991-01-12 00:00:00	1991	1991	1	44	44	44
256120	1991-01-13 00:00:00	1991	1991	1	39	39	39
256120	1991-01-14 00:00:00	1991	1991	1	37	37	37
256120	1991-01-15 00:00:00	1991	1991	1	35	35	35
256120	1991-01-16 00:00:00	1991	1991	1	32	32	32
256120	1991-01-17 00:00:00	1991	1991	1	32	32	32
256120	1991-01-18 00:00:00	1991	1991	1	31	31	31
256120	1991-01-19 00:00:00	1991	1991	1	31	31	31
256120	1991-01-20 00:00:00	1991	1991	1	31	31	31
256120	1991-01-21 00:00:00	1991	1991	1	31	31	31
256120	1991-01-22 00:00:00	1991	1991	1	30	30	30
256120	1991-01-23 00:00:00	1991	1991	1	30	30	30
256120	1991-01-24 00:00:00	1991	1991	1	30	30	30
256120	1991-01-25 00:00:00	1991	1991	1	30	30	30
256120	1991-01-26 00:00:00	1991	1991	1	30	30	30
256120	1991-01-27 00:00:00	1991	1991	1	29	29	29
256120	1991-01-28 00:00:00	1991	1991	1	29	29	29
256120	1991-01-29 00:00:00	1991	1991	1	29	29	29
256120	1991-01-30 00:00:00	1991	1991	1	29	29	29
256120	1991-01-31 00:00:00	1991	1991	1	29	29	29
256120	1991-02-01 00:00:00	1991	1991	2	29	29	29
256120	1991-02-02 00:00:00	1991	1991	2	29	29	29
256120	1991-02-03 00:00:00	1991	1991	2	40	40	40
256120	1991-02-04 00:00:00	1991	1991	2	40	40	40
256120	1991-02-05 00:00:00	1991	1991	2	38	38	38
256120	1991-02-06 00:00:00	1991	1991	2	35	35	35
256120	1991-02-07 00:00:00	1991	1991	2	33	33	33
256120	1991-02-08 00:00:00	1991	1991	2	30	30	30
256120	1991-02-09 00:00:00	1991	1991	2	30	30	30
256120	1991-02-10 00:00:00	1991	1991	2	29	29	29
256120	1991-02-11 00:00:00	1991	1991	2	29	29	29
256120	1991-02-12 00:00:00	1991	1991	2	28	28	28
256120	1991-02-13 00:00:00	1991	1991	2	28	28	28
256120	1991-02-14 00:00:00	1991	1991	2	28	28	28
256120	1991-02-15 00:00:00	1991	1991	2	28	28	28
256120	1991-02-16 00:00:00	1991	1991	2	28	28	28
256120	1991-02-17 00:00:00	1991	1991	2	28	28	28
256120	1991-02-18 00:00:00	1991	1991	2	28	28	28
256120	1991-02-19 00:00:00	1991	1991	2	28	28	28
256120	1991-02-20 00:00:00	1991	1991	2	28	28	28
256120	1991-02-21 00:00:00	1991	1991	2	28	28	28
256120	1991-02-22 00:00:00	1991	1991	2	28	28	28
256120	1991-02-23 00:00:00	1991	1991	2	28	28	28
256120	1991-02-24 00:00:00	1991	1991	2	29	29	29
256120	1991-02-25 00:00:00	1991	1991	2	29	29	29
256120	1991-02-26 00:00:00	1991	1991	2	30	30	30
256120	1991-02-27 00:00:00	1991	1991	2	30	30	30
256120	1991-02-28 00:00:00	1991	1991	2	30	30	30
256120	1991-03-01 00:00:00	1991	1991	3	30	30	30
256120	1991-03-02 00:00:00	1991	1991	3	35	35	35
256120	1991-03-03 00:00:00	1991	1991	3	38	38	38
256120	1991-03-04 00:00:00	1991	1991	3	31	31	31
256120	1991-03-05 00:00:00	1991	1991	3	31	31	31
256120	1991-03-06 00:00:00	1991	1991	3	34	34	34
256120	1991-03-07 00:00:00	1991	1991	3	36	36	36
256120	1991-03-08 00:00:00	1991	1991	3	35	35	35
256120	1991-03-09 00:00:00	1991	1991	3	35	35	35
256120	1991-03-10 00:00:00	1991	1991	3	35	35	35
