#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	Q	Q_MIN	Q_MAX
447000	1959-11-01 00:00:00	1959	1960	11	0.65	0.65	0.65
447000	1959-11-02 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-03 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-04 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-05 00:00:00	1959	1960	11	0.65	0.65	0.65
447000	1959-11-06 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-07 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-08 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-09 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-10 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-11 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-12 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-13 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-14 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-15 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-16 00:00:00	1959	1960	11	0.86	0.86	1.46
447000	1959-11-17 00:00:00	1959	1960	11	0.75	0.75	0.75
447000	1959-11-18 00:00:00	1959	1960	11	0.65	0.65	0.65
447000	1959-11-19 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-20 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-21 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-22 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-23 00:00:00	1959	1960	11	0.56	0.56	0.56
447000	1959-11-24 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-25 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-26 00:00:00	1959	1960	11	0.4	0.4	0.4
447000	1959-11-27 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-28 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-29 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-11-30 00:00:00	1959	1960	11	0.47	0.47	0.47
447000	1959-12-01 00:00:00	1959	1960	12	0.4	0.4	0.4
447000	1959-12-02 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-03 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-04 00:00:00	1959	1960	12	0.4	0.4	0.4
447000	1959-12-05 00:00:00	1959	1960	12	0.4	0.4	0.4
447000	1959-12-06 00:00:00	1959	1960	12	0.4	0.4	0.4
447000	1959-12-07 00:00:00	1959	1960	12	0.4	0.4	0.4
447000	1959-12-08 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-09 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-10 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-11 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-12 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-13 00:00:00	1959	1960	12	0.47	0.47	0.47
447000	1959-12-14 00:00:00	1959	1960	12	0.56	0.56	0.56
447000	1959-12-15 00:00:00	1959	1960	12	0.56	0.56	0.56
447000	1959-12-16 00:00:00	1959	1960	12	0.56	0.56	0.56
447000	1959-12-17 00:00:00	1959	1960	12	0.65	0.65	0.65
447000	1959-12-18 00:00:00	1959	1960	12	0.75	0.75	0.75
447000	1959-12-19 00:00:00	1959	1960	12	0.75	0.75	0.75
447000	1959-12-20 00:00:00	1959	1960	12	0.75	0.75	0.75
447000	1959-12-21 00:00:00	1959	1960	12	0.75	0.75	0.75
447000	1959-12-22 00:00:00	1959	1960	12	0.86	0.86	0.86
447000	1959-12-23 00:00:00	1959	1960	12	0.86	0.86	0.86
447000	1959-12-24 00:00:00	1959	1960	12	0.98	0.98	0.98
447000	1959-12-25 00:00:00	1959	1960	12	0.98	0.98	0.98
447000	1959-12-26 00:00:00	1959	1960	12	1.46	1.46	2.35
447000	1959-12-27 00:00:00	1959	1960	12	1.76	1.76	1.76
447000	1959-12-28 00:00:00	1959	1960	12	1.6	1.6	1.6
447000	1959-12-29 00:00:00	1959	1960	12	1.46	1.46	1.46
447000	1959-12-30 00:00:00	1959	1960	12	1.46	1.46	1.46
447000	1959-12-31 00:00:00	1959	1960	12	1.34	1.34	1.34
447000	1960-01-01 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-02 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-03 00:00:00	1960	1960	1	1.6	1.6	1.6
447000	1960-01-04 00:00:00	1960	1960	1	1.6	1.6	1.6
447000	1960-01-05 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-06 00:00:00	1960	1960	1	2.13	2.13	2.13
447000	1960-01-07 00:00:00	1960	1960	1	2.13	2.13	2.13
447000	1960-01-08 00:00:00	1960	1960	1	2.81	2.81	2.81
447000	1960-01-09 00:00:00	1960	1960	1	2.35	2.35	2.35
447000	1960-01-10 00:00:00	1960	1960	1	2.13	2.13	2.13
447000	1960-01-11 00:00:00	1960	1960	1	2.13	2.13	2.13
447000	1960-01-12 00:00:00	1960	1960	1	1.94	1.94	1.94
447000	1960-01-13 00:00:00	1960	1960	1	1.76	1.76	1.76
447000	1960-01-14 00:00:00	1960	1960	1	1.76	1.76	1.76
447000	1960-01-15 00:00:00	1960	1960	1	1.6	1.6	1.6
447000	1960-01-16 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-17 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-18 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-19 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-20 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-21 00:00:00	1960	1960	1	1.34	1.34	1.34
447000	1960-01-22 00:00:00	1960	1960	1	1.46	1.46	1.46
447000	1960-01-23 00:00:00	1960	1960	1	2.13	2.13	2.13
447000	1960-01-24 00:00:00	1960	1960	1	2.35	2.35	2.35
447000	1960-01-25 00:00:00	1960	1960	1	2.58	2.58	2.58
447000	1960-01-26 00:00:00	1960	1960	1	2.58	2.58	2.58
447000	1960-01-27 00:00:00	1960	1960	1	2.58	2.58	2.58
447000	1960-01-28 00:00:00	1960	1960	1	2.81	2.81	2.81
447000	1960-01-29 00:00:00	1960	1960	1	2.58	2.58	2.58
447000	1960-01-30 00:00:00	1960	1960	1	3.05	3.05	4.15
447000	1960-01-31 00:00:00	1960	1960	1	2.81	2.81	2.81
447000	1960-02-01 00:00:00	1960	1960	2	2.58	2.58	3.05
447000	1960-02-02 00:00:00	1960	1960	2	2.13	2.13	2.13
447000	1960-02-03 00:00:00	1960	1960	2	2.13	2.13	2.13
447000	1960-02-04 00:00:00	1960	1960	2	2.13	2.13	2.13
447000	1960-02-05 00:00:00	1960	1960	2	1.94	1.94	1.94
447000	1960-02-06 00:00:00	1960	1960	2	1.94	1.94	1.94
447000	1960-02-07 00:00:00	1960	1960	2	1.6	1.6	1.6
447000	1960-02-08 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-09 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-10 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-11 00:00:00	1960	1960	2	1.6	1.6	1.6
447000	1960-02-12 00:00:00	1960	1960	2	1.6	1.6	1.6
447000	1960-02-13 00:00:00	1960	1960	2	1.6	1.6	1.6
447000	1960-02-14 00:00:00	1960	1960	2	1.6	1.6	1.6
447000	1960-02-15 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-16 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-17 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-18 00:00:00	1960	1960	2	1.34	1.34	1.34
447000	1960-02-19 00:00:00	1960	1960	2	1.34	1.34	1.34
447000	1960-02-20 00:00:00	1960	1960	2	1.34	1.34	1.34
447000	1960-02-21 00:00:00	1960	1960	2	1.34	1.34	1.34
447000	1960-02-22 00:00:00	1960	1960	2	1.34	1.34	1.34
447000	1960-02-23 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-24 00:00:00	1960	1960	2	1.6	1.6	1.6
447000	1960-02-25 00:00:00	1960	1960	2	1.46	1.46	1.46
447000	1960-02-26 00:00:00	1960	1960	2	1.6	1.6	1.6
447000	1960-02-27 00:00:00	1960	1960	2	1.76	1.76	1.76
447000	1960-02-28 00:00:00	1960	1960	2	1.94	1.94	1.94
447000	1960-02-29 00:00:00	1960	1960	2	1.94	1.94	1.94
447000	1960-03-01 00:00:00	1960	1960	3	2.35	2.35	2.35
447000	1960-03-02 00:00:00	1960	1960	3	2.35	2.35	2.35
447000	1960-03-03 00:00:00	1960	1960	3	2.35	2.35	2.35
447000	1960-03-04 00:00:00	1960	1960	3	2.81	2.81	2.81
447000	1960-03-05 00:00:00	1960	1960	3	2.81	2.81	2.81
447000	1960-03-06 00:00:00	1960	1960	3	2.58	2.58	2.58
447000	1960-03-07 00:00:00	1960	1960	3	2.58	2.58	2.58
447000	1960-03-08 00:00:00	1960	1960	3	2.58	2.58	2.58
447000	1960-03-09 00:00:00	1960	1960	3	2.81	2.81	2.81
447000	1960-03-10 00:00:00	1960	1960	3	2.81	2.81	3.86
447000	1960-03-11 00:00:00	1960	1960	3	2.81	2.81	2.81
447000	1960-03-12 00:00:00	1960	1960	3	2.58	2.58	2.58
447000	1960-03-13 00:00:00	1960	1960	3	2.58	2.58	2.58
447000	1960-03-14 00:00:00	1960	1960	3	2.58	2.58	2.58
447000	1960-03-15 00:00:00	1960	1960	3	2.35	2.35	2.35
447000	1960-03-16 00:00:00	1960	1960	3	2.13	2.13	2.13
447000	1960-03-17 00:00:00	1960	1960	3	2.13	2.13	2.13
447000	1960-03-18 00:00:00	1960	1960	3	1.94	1.94	1.94
447000	1960-03-19 00:00:00	1960	1960	3	1.94	1.94	1.94
447000	1960-03-20 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-21 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-22 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-23 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-24 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-25 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-26 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-27 00:00:00	1960	1960	3	1.76	1.76	1.76
447000	1960-03-28 00:00:00	1960	1960	3	1.94	1.94	1.94
447000	1960-03-29 00:00:00	1960	1960	3	1.94	1.94	1.94
447000	1960-03-30 00:00:00	1960	1960	3	1.94	1.94	1.94
447000	1960-03-31 00:00:00	1960	1960	3	1.46	1.46	1.46
447000	1960-04-01 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-02 00:00:00	1960	1960	4	1.6	1.6	1.6
447000	1960-04-03 00:00:00	1960	1960	4	1.6	1.6	1.6
447000	1960-04-04 00:00:00	1960	1960	4	1.6	1.6	1.6
447000	1960-04-05 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-06 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-07 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-08 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-09 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-10 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-11 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-12 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-13 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-14 00:00:00	1960	1960	4	1.34	1.34	1.34
447000	1960-04-15 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-16 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-17 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-18 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-19 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-20 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-21 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-22 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-23 00:00:00	1960	1960	4	1.46	1.46	1.46
447000	1960-04-24 00:00:00	1960	1960	4	1.6	1.6	1.6
447000	1960-04-25 00:00:00	1960	1960	4	1.76	1.76	1.76
447000	1960-04-26 00:00:00	1960	1960	4	1.76	1.76	1.76
447000	1960-04-27 00:00:00	1960	1960	4	2.13	2.13	2.13
447000	1960-04-28 00:00:00	1960	1960	4	2.13	2.13	2.13
447000	1960-04-29 00:00:00	1960	1960	4	1.94	1.94	3.05
447000	1960-04-30 00:00:00	1960	1960	4	1.94	1.94	1.94
447000	1960-05-01 00:00:00	1960	1960	5	2.13	2.13	2.13
447000	1960-05-02 00:00:00	1960	1960	5	1.94	1.94	1.94
447000	1960-05-03 00:00:00	1960	1960	5	1.76	1.76	1.76
447000	1960-05-04 00:00:00	1960	1960	5	1.6	1.6	1.6
447000	1960-05-05 00:00:00	1960	1960	5	1.6	1.6	1.6
