#MESSTELLEN_NR	ZEIT	JAHR	HJAHR	MONAT	Q	Q_MIN	Q_MAX
575250	1951-11-01 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-02 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-03 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-04 00:00:00	1951	1952	11	0.26	0.26	0.26
575250	1951-11-05 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-06 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-07 00:00:00	1951	1952	11	0.37	0.37	0.37
575250	1951-11-08 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-09 00:00:00	1951	1952	11	0.34	0.34	0.34
575250	1951-11-10 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-11 00:00:00	1951	1952	11	0.26	0.26	0.26
575250	1951-11-12 00:00:00	1951	1952	11	0.26	0.26	0.26
575250	1951-11-13 00:00:00	1951	1952	11	0.66	0.66	0.66
575250	1951-11-14 00:00:00	1951	1952	11	0.52	0.52	0.52
575250	1951-11-15 00:00:00	1951	1952	11	0.55	0.55	0.55
575250	1951-11-16 00:00:00	1951	1952	11	0.37	0.37	0.37
575250	1951-11-17 00:00:00	1951	1952	11	0.41	0.41	0.41
575250	1951-11-18 00:00:00	1951	1952	11	0.34	0.34	0.34
575250	1951-11-19 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-20 00:00:00	1951	1952	11	0.37	0.37	0.37
575250	1951-11-21 00:00:00	1951	1952	11	0.34	0.34	0.34
575250	1951-11-22 00:00:00	1951	1952	11	0.34	0.34	0.34
575250	1951-11-23 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-24 00:00:00	1951	1952	11	0.28	0.28	0.28
575250	1951-11-25 00:00:00	1951	1952	11	0.59	0.59	0.59
575250	1951-11-26 00:00:00	1951	1952	11	0.34	0.34	0.34
575250	1951-11-27 00:00:00	1951	1952	11	0.34	0.34	0.34
575250	1951-11-28 00:00:00	1951	1952	11	0.41	0.41	0.41
575250	1951-11-29 00:00:00	1951	1952	11	0.55	0.55	0.55
575250	1951-11-30 00:00:00	1951	1952	11	0.82	0.82	0.82
575250	1951-12-01 00:00:00	1951	1952	12	0.55	0.55	0.55
575250	1951-12-02 00:00:00	1951	1952	12	0.55	0.55	0.55
575250	1951-12-03 00:00:00	1951	1952	12	0.52	0.52	0.52
575250	1951-12-04 00:00:00	1951	1952	12	0.41	0.41	0.41
575250	1951-12-05 00:00:00	1951	1952	12	0.52	0.52	0.52
575250	1951-12-06 00:00:00	1951	1952	12	0.34	0.34	0.34
